image,Born,Person,description,occupation,position held,country of citizenship,given name,UpdatedAt
,1985-06-01,Sam Young,American basketball player,basketball player,,United States of America,Samuel,2020-06-01
,1985-06-01,Kalililo Kakonje,Zambian footballer,association football player,,Zambia,,2020-06-01
,1985-06-01,Amanda Jackson,Armenian women's basketball players,basketball player,,United States of America,Amanda,2020-06-01
,1985-06-01,Amandine Mauricette,French volleyball player,volleyball player,,France,Amandine,2020-06-01
,1985-06-01,Tamara Todevska,Macedonian singer,singer,,North Macedonia,Tamara,2020-06-01
,1985-06-01,Tayeb Maroci,Algerian footballer,association football player association football manager,,Algeria,,2020-06-01
,1985-06-01,Dinesh Karthik,Indian cricketer,cricketer,,India,Dinesh,2020-06-01
,1985-06-01,L.A. Lopez,Filipino actor and singer,singer actor,,Philippines,L.,2020-06-01
,1985-06-01,Victoria Kuzyakina,Russian volleyball player,volleyball player,,Russia,Viktoria,2020-06-01
,1985-06-01,Prince Christian of Hanover,German prince,,,Germany,Christian,2020-06-01
,1985-06-01,Maura Visser,Dutch handball player,handball player,,Kingdom of the Netherlands,Maura,2020-06-01
,1985-06-01,Kjell Ingolf Ropstad,Norwegian politician,politician,member of the Parliament of Norway Vararepresentant Minister of Children and Family Affairs,Norway,Kjell,2020-06-01
,1985-06-01,Abel Hammond,Footballer,association football player,,Ghana,Abel,2020-06-01
,1985-06-01,Ari Herstand,"American singer-songwriter and actor based in Los Angeles, California who specializes in live-looping of the guitar, piano, trumpet, vocals, and percussion.",songwriter singer blogger actor singer-songwriter guitarist,,United States of America,Ari,2020-06-01
,1985-06-01,Cesar Chavez Jacobo,basketball player,basketball player,,Dominica,Cesar,2020-06-01
,1985-06-01,Daniel Orzechowski,Brazilian swimmer,swimmer,,Brazil,Daniel,2020-06-01
,1985-06-01,David Lázaro,Spanish footballer,association football player,,Spain,David,2020-06-01
,1985-06-01,Garrett Rivas,Player of American football,American football player,,United States of America,Garrett,2020-06-01
,1985-06-01,Soe San Thet Tun,"politician , Member of the House of Representatives of Burma (*1985) ♂",politician,Member of the House of Representatives of Burma,,,2020-06-01
,1985-06-01,Almas Kishkenbayev,Kazakhstani musician,singer,,Kazakhstan,,2020-06-01
,1985-06-01,Anthony Tolliver,American basketball player,basketball player,,United States of America,Anthony,2020-06-01
,1985-06-01,Johnny Lodden,Norwegian poker player,poker player,,Norway,Johnny,2020-06-01
,1985-06-01,José Fernando Cuadrado Calderón,Colombian footballer,association football player,,Colombia,José,2020-06-01
,1985-06-01,Shuto Yamamoto,Japanese association football player,association football player,,Japan,,2020-06-01
,1985-06-01,Leandro Okabe,Brazilian model,model,,Brazil,Leandro,2020-06-01
,1985-06-01,Luiz Henrique Tosta,Brazilian footballer,association football player,,Brazil,Luiz Henrique,2020-06-01
,1985-06-01,Neil Briggs,English rugby union player,rugby union player,,,Neil,2020-06-01
,1985-06-01,Lucky Singh Bisht,film producer (*1985) ♂,film producer,,,,2020-06-01
,1985-06-01,Nikhil Siddharth,Indian actor,actor,,India,Nikhil,2020-06-01
,1985-06-01,Nikos Papanikolaou,Professional basketball player,basketball player,,,Nikos,2020-06-01
,1985-06-01,Nick Young,American basketball player,basketball player,,United States of America,Nick,2020-06-01
,1985-06-01,Julien El Fares,Road bicycle racer,sport cyclist,,France,Julien,2020-06-01
,1985-06-01,Mário Hipólito,Angolan footballer,association football player,,Angola,Mário,2020-06-01
,1985-06-01,Rakesh Solanki,cricketer,cricketer,,India,Rakesh,2020-06-01
,1985-06-01,Sehar Fejzulahi,Swiss footballer,association football player,,Switzerland,Sehar,2020-06-01
,1985-06-01,Tanel Leok,Estonian motorcycle racer,motocross rider,,Estonia,,2020-06-01
,1985-06-01,Steffen Kummerer,German musician,songwriter guitarist,,Germany,Steffen,2020-06-01
,1985-06-01,Rodolph Austin,Jamaican association football player,association football player,,Jamaica,,2020-06-01
,1985-06-01,Yumeka Sano,Olympic sprinter,athletics competitor sprinter,,Japan,,2020-06-01
,1985-06-01,Alex Maestri,Italian baseball player,baseball player,,Italy,Alessandro,2020-06-01
,1984-06-01,Taylor Handley,American actor,television actor film actor,,United States of America,Taylor Laurence,2020-06-01
,1984-06-01,Nathan Coe,Australian soccer player,association football player,,Australia,Nathan,2020-06-01
,1984-06-01,Stéphane Sessègnon,Beninese association football player,association football player,,Benin,Stéphane,2020-06-01
,1984-06-01,Lo Kin-hei,Hong Kong politician,social worker politician,Southern District councilor,People's Republic of China,,2020-06-01
,1984-06-01,Takuya Izawa,Japanese racing driver,racing driver engineer racing automobile driver,,Japan,Takuya,2020-06-01
,1984-06-01,Eshani Kaushalya,Sri Lankan female cricketer,cricketer,,Sri Lanka,,2020-06-01
,1984-06-01,Eshani Lokusuriyage,cricketer,cricketer,,Sri Lanka,,2020-06-01
,1984-06-01,Lee Stevenson,Footballer,association football player,,United Kingdom,Lee,2020-06-01
,1984-06-01,Priit Loog,Estonian actor,actor film actor stage actor television actor,,Estonia,Priit,2020-06-01
,1984-06-01,Ygor Santiago,Brazilian footballer,association football player,,Brazil,,2020-06-01
,1984-06-01,Anubrata Chatterjee,Indian musician,jazz musician percussionist,,India,,2020-06-01
,1984-06-01,Snorri Helgason,Icelandic musician,musician,,Iceland,Snorri,2020-06-01
,1984-06-01,Zhao Chengliang,Chinese race walker,athletics competitor,,People's Republic of China,,2020-06-01
,1984-06-01,Darko Lukanović,Swedish footballer,association football player,,Sweden,Darko,2020-06-01
,1984-06-01,Sean Fraser,Canadian politician,politician,member of the House of Commons of Canada,Canada,Sean,2020-06-01
,1984-06-01,John Tofi,basketball player (1984-),basketball player,,,John,2020-06-01
,1984-06-01,Uisenma Borchu,Mongolian-German film director,film director actor screenwriter film editor,,Mongolia Germany,,2020-06-01
,1984-06-01,Alicia Bozon,French Olympic swimmer,swimmer,,France,Alicia,2020-06-01
,1984-06-01,Jean Beausejour,Chilean association football player,association football player,,Chile,Jean,2020-06-01
,1984-06-01,Prisia Nasution,Model and actor,actor model,,Indonesia,,2020-06-01
,1984-06-01,Olivier Tielemans,Dutch racing driver,racing driver engineer racing automobile driver,,Kingdom of the Netherlands,Olivier,2020-06-01
,1984-06-01,Francisco Javier Amado Gutiérrez,Spanish footballer,association football player,,Spain,Francisco Francisco Javier,2020-06-01
,1984-06-01,Naidangiin Tüvshinbayar,judoka,judoka,,Mongolia,,2020-06-01
,1984-06-01,Ulrick Lupède,Footballer,association football player,,France,Ulick,2020-06-01
,1984-06-01,Wilkin Castillo,Dominican Republic baseball player,baseball player,,Dominican Republic,,2020-06-01
,1984-06-01,Frank Robinson,American basketball player,basketball player,,United States of America,Franklin Frank,2020-06-01
,1984-06-01,Juliet-Jane Horne,Scottish model,model beauty pageant contestant,,Scotland,,2020-06-01
,1984-06-01,Leyla Bouzid,Tunisian film director,film director screenwriter,,Tunisia,Leyla,2020-06-01
,1984-06-01,Jean-Claude Bozga,Romanian footballer,association football player,,Romania Democratic Republic of the Congo,Jean-Claude,2020-06-01
,1984-06-01,Kalle Kaijomaa,Finnish ice hockey player,ice hockey player,,Finland,Kalle,2020-06-01
,1984-06-01,Jeffrey Frisch,Canadian alpine skier,alpine skier,,Canada,Jeffrey,2020-06-01
,1984-06-01,Adam Braidwood,Player of American and Canadian football,mixed martial artist,,Canada,Adam,2020-06-01
,1984-06-01,Adam Crabb,Australian baseball player,baseball player,,Australia,Adam,2020-06-01
,1984-06-01,Andrew Moss,British actor,actor television actor,,United Kingdom,Andrew,2020-06-01
,1984-06-01,Daniel Ramsay,New Zealand rugby union player,rugby union player,,New Zealand,Daniel,2020-06-01
,1984-06-01,Dino Eze,Footballer,association football player,,Nigeria,Dino,2020-06-01
,1984-06-01,Kateřina Urbanová,Czech female curler and coach,curler curling coach,,Czech Republic,,2020-06-01
,1984-06-01,Billy Mohl,American baseball coach,baseball player,,,Billy,2020-06-01
,1984-06-01,Guy Madjo,Professional footballer,association football player,,Cameroon,Guy,2020-06-01
,1984-06-01,Jennie Ritter,American softball player,softball player,,United States of America,Jennie,2020-06-01
,1984-06-01 1984-06-20,Jorge Antonio Ortíz,Bolivian footballer,association football player association football manager,,Bolivia,Jorge Antonio,2020-06-01
,1984-06-01,Jung Yoon-sung,South Korean footballer,association football player,,South Korea,Yoon-sung,2020-06-01
,1984-06-01,Karlo Primorac,Footballer,association football player,,Croatia,Karlo,2020-06-01
,1984-06-01,Lewis Stevenson,Irish rugby union player,rugby union player,,Ireland,Lewis,2020-06-01
,1984-06-01,Elnigar Iltebir,Uyghur-US politician,,,,,2020-06-01
,1984-06-01,Megan Ganz,American comedy writer,screenwriter,,,Megan,2020-06-01
,1984-06-01,Mickey Perz,Filipino actor,actor,,Philippines,Mickey,2020-06-01
,1984-06-01,Nikki Glaser,American comedian,actor television actor podcaster film actor,,United States of America,Nikki,2020-06-01
,1984-06-01,Oh Ddog-yi,South Korean footballer,association football player,,South Korea,,2020-06-01
,1984-06-01,Olivier Cassan,French footballer,association football player,,France,Olivier,2020-06-01
,1984-06-01,Petr Malý,Czech soccer player,association football player,,Czech Republic,Petr,2020-06-01
,1984-06-01,Rodrigo Riquelme,Paraguayan footballer,association football player association football manager,,Paraguay,Rodrigo,2020-06-01
,1984-06-01,Ross Flitney,English footballer,association football player,,United Kingdom,Ross,2020-06-01
,1984-06-01,Seo Byung-hwan,South Korean footballer,association football player,,South Korea,,2020-06-01
,1984-06-01,Sharntelle McLean,swimmer,swimmer,,Trinidad and Tobago,,2020-06-01
,1984-06-01,Tales dos Santos,Brazilian footballer,association football player,,Brazil,Tales,2020-06-01
,1984-06-01,Patrick Bussler,German snowboarder,snowboarder,,Germany,Patrick,2020-06-01
,1984-06-01,Jorge Torales,Paraguayan footballer,association football player association football manager,,Paraguay,Jorge,2020-06-01
,1984-06-01,David Neville,athlete,sprinter,,United States of America,David,2020-06-01
,1983-06-01,Emil Feuchtmann,Chilean handball player,handball player,,Chile,Emil,2020-06-01
,1983-06-01,Fatih Yiğen,Turkish footballer,association football player,,Turkey,Fatih,2020-06-01
,1994-05-17 1983-06-01,Marko Živković,Serbian footballer,association football player,,Serbia,Marko,2020-06-01
,1983-06-01,Michael Putnam,professional golfer,golfer,,United States of America,Michael,2020-06-01
,1983-06-01,Sebastián Garay,Argentinian singer,singer songwriter,,Argentina,Sebastián,2020-06-01
,1983-06-01,Jeremy Transue,American alpine skier,alpine skier,,United States of America,Jeremy,2020-06-01
,1983-06-01,Mahmut Hanefi Erdoğdu,Turkish footballer,association football player,,Turkey,Mahmut,2020-06-01
,1983-06-01,Sylvia Hoeks,Dutch actress,actor television actor model stage actor film actor,,Kingdom of the Netherlands,Sylvia Gertrudis Martyna,2020-06-01
,1983-06-01,Hannah Bardell,Scottish politician,politician,Member of the 57th Parliament of the United Kingdom Member of the 56th Parliament of the United Kingdom Representative of the Parliamentary Assembly of the Council of Europe Member of the 58th Parliament of the United Kingdom,United Kingdom,Hannah,2020-06-01
,1983-06-01,Vanessa Alfaro,Bolivia model and fashion designer (*1983) ♀,model fashion designer,,Bolivia,Vanessa,2020-06-01
,1983-06-01,Lauren Breadmore,Australian tennis player,tennis player,,Australia,Lauren,2020-06-01
,1983-06-01,Adria Silva,Brazilian volleyball player,volleyball player,,Brazil,,2020-06-01
,1983-06-01,Jake Silbermann,American actor,television actor stage actor film actor screenwriter film producer,,United States of America,Jake,2020-06-01
,1983-06-01,Michal Hubník,Czech Supercup winner and soccer player,association football player,,Czech Republic,Michal,2020-06-01
,1983-06-01,Elena Duggan,Australian reality television participant from season 8 of MasterChef Australia,reality television participant,,,Elena,2020-06-01
,1983-06-01,Kameli Raravou Soejima,Japanese rugby union footballer (1983-),rugby union player,,Japan,,2020-06-01
,1983-06-01,JAYSO,"Ghanaian entrepreneur , rapper, and songwriter (*1983) ♂",entrepreneur rapper songwriter,,Ghana,,2020-06-01
,1983-06-01,Christos Bourbos,Greek footballer,association football player,,Greece,Christos,2020-06-01
,1983-06-01,Said Mourad,Egyptian association football player,association football player,,Egypt,Sa'id,2020-06-01
,1983-06-01,Abderahim Benkajjane,Moroccan association football player,association football player,,Morocco,Abdur Rahim,2020-06-01
,1983-06-01,Hu Zhuowei,association football player,association football player,,,,2020-06-01
,1983-06-01,Carlos Cuadrado,Spanish tennis player,tennis player,,Spain,Carlos,2020-06-01
,1983-06-01,Danny Bois,Canadian ice hockey player,ice hockey player,,Canada,Danny,2020-06-01
,1983-06-01,Abderrazzak Jadid,Moroccan footballer,association football player,,Morocco,Abderrazzak,2020-06-01
,1983-06-01,Moustapha Salifou,Togolese association football player,association football player,,Togo,Moustapha,2020-06-01
,1983-06-01,Yara,Lebanese singer,singer,,Lebanon,Carla,2020-06-01
,1983-06-01,Salma Khatun,Female train driver from Bangladesh,train driver,,Bangladesh,,2020-06-01
,1983-06-01,Jette F. Christensen,Norwegian politician,politician,Vararepresentant member of the Parliament of Norway Substitute of the Parliamentary Assembly of the Council of Europe,Norway,Jette,2020-06-01
,1983-06-01,Sae Nakazawa,Japanese judoka,judoka,,Japan,,2020-06-01
,1983-06-01,Jon Horst,American basketball player,basketball player,,United States of America,,2020-06-01
,1983-06-01,Aleksandr Yefremenko,Russian footballer,association football player,,Russia,Alexander,2020-06-01
,1983-06-01,Americo Santos,American boxer,boxer,,United States of America,Americo,2020-06-01
,1983-06-01,Belal Abduldaim,Syrian footballer,association football player,,Syria,,2020-06-01
,1983-06-01,Denis Mijatović,Footballer,association football player futsal player,,Croatia,Denis,2020-06-01
,1983-06-01,Renzo Vera,Argentinian association football player,association football player,,Argentina,Renzo,2020-06-01
,1983-06-01,Jackie Chavez,American boxer,boxer,,United States of America,Jackie,2020-06-01
,1983-06-01,Joyce Hilster,Dutch handball player,handball player,,Kingdom of the Netherlands,Joyce,2020-06-01
,1983-06-01,Tetyana Hamera-Shmyrko,Ukrainian marathon runner,marathon runner athletics competitor,,Ukraine,Tetyana,2020-06-01
,1983-06-01,Li Zhiguang,Chinese cross-country skier (born 1983),cross-country skier,,People's Republic of China,,2020-06-01
,1983-06-01,Pedro González,Argentine racing cyclist,sport cyclist,,Argentina,Pedro,2020-06-01
,1983-06-01,Phillip Alexander,American football player,American football player,,United States of America,Phillip,2020-06-01
,1983-06-01,Robert Durham,American football player,American football player,,United States of America,Robert,2020-06-01
,1983-06-01,Tien Lei,Taiwanese basketball player,basketball player,,,,2020-06-01
,1983-06-01,Tõnis Sahk,Estonian long jumper,athletics competitor,,Estonia,,2020-06-01
,1983-06-01,Ilie Daniel Popescu,gymnast,artistic gymnast,,Romania,Daniel,2020-06-01
,1983-06-01,Yang Sheng-hsiung,Taiwanese weightlifter,athlete,,Taiwan,,2020-06-01
,1983-06-01,Raffaëla Paton,Dutch singer,singer,,Kingdom of the Netherlands,,2020-06-01
,1982-06-01,Seppo Evwaraye,American football player,American football player,,Finland,Seppo,2020-06-01
,1982-06-01,Dimitria Popstoikova,badminton player,badminton player,,Bulgaria,,2020-06-01
,1982-06-01,Aerick Sanders,American basketball player and coach,basketball player,,United States of America,,2020-06-01
,1982-06-01,Mohd Azlan Iskandar,Malaysian squash player,squash player,,Malaysia,Mohd,2020-06-01
,1982-06-01,Sukhda Pritam,Indian Judge,jurist,,India,,2020-06-01
,1982-06-01,Shakeel-ur-Rehman,Pakistani cricketer,cricketer,,Pakistan,,2020-06-01
,1982-06-01,Betsy Wolfe,American actress and singer,actor stage actor,,United States of America,Betsy,2020-06-01
,1982-06-01,Matt Moussilou,footballer,association football player,,France Republic of the Congo,Matt,2020-06-01
,1982-06-01,Anthony Portier,Belgian footballer,association football player,,Belgium,Anthony,2020-06-01
,1982-06-01,Gabriel Ngalula,footballer,association football player,,Belgium Democratic Republic of the Congo,Gabriel,2020-06-01
,1982-06-01,Taikai Uemoto,Japanese association football player,association football player,,Japan,,2020-06-01
,1982-06-01,Zaur Takhushev,Russian weightlifter,weightlifter,,Russia,,2020-06-01
,1982-06-01,Nenad Trajković,Serbian poet,writer literary critic,,Serbia,,2020-06-01
,1982-06-01,H-Dhami,British-Indian singer,singer,,United Kingdom,,2020-06-01
,1982-06-01,Yoshikazu Suzuki,Japanese association football player,association football player,,Japan,Yoshikazu,2020-06-01
,1982-06-01,Tainá Müller,Brazilian actress,actor model film actor television actor,,Brazil,,2020-06-01
,1982-06-01,Vincent Garos,Olympic sailor,sailor,,France,Vincent,2020-06-01
,1982-06-01,Mehdi Kamrani,Iranian basketball player,basketball player,,Iran,Mahdi,2020-06-01
,1982-06-01,Joshua Donn,Person (*1982) ♂,,,,Joshua,2020-06-01
,1982-06-01,Gary Fusco,association football player,association football player,,,Gary,2020-06-01
,1982-06-01,Chastity Brown,American musician,singer-songwriter,,United States of America,Chastity,2020-06-01
,1982-06-01,Deirdre Ryan,Irish high jumper,athletics competitor,,Ireland,Deirdre,2020-06-01
,1982-06-01,Filip Stiller,figure skater,figure skater technical specialist assistant technical specialist,,Sweden,Filip,2020-06-01
,1982-06-01,Jessica Roland,tennis player,tennis player,,,Jessica,2020-06-01
,1982-06-01,Michael Fentiman,British person (*1982) ♂,,,United Kingdom,Michael,2020-06-01
,1982-06-01,Kajal Nishad,Indian actress,actor television actor,,India,,2020-06-01
,1982-06-01 1982-06-11,Orlando Contreras Collantes,Footballer,association football player,,Peru,Orlando,2020-06-01
,1982-06-01,Palani Amarnath,Indian cricketer,cricketer,,India,,2020-06-01
,1982-06-01,Saleh Emara,Olympic wrestler,amateur wrestler,,Egypt,Salih,2020-06-01
,1982-06-01,Walid Jahdali,Saudi Arabian footballer,association football player,,Saudi Arabia,Waleed,2020-06-01
,1982-06-01,Benjamin Kuciński,Polish race walker,athletics competitor,,Poland,Benjamin,2020-06-01
,1982-06-01,Kazumasa Azuma,baseball player,baseball player,,Japan,Kazumasa,2020-06-01
,1982-06-01,Tadashi Settsu,baseball player,baseball player,,Japan,Tadashi,2020-06-01
,1982-06-01,Domenic Mediate,American soccer player,association football player,,United States of America,Domenic,2020-06-01
,1982-06-01,Justine Henin,Belgian female tennis player,tennis player,,Belgium,Justine,2020-06-01
,1981-06-01,Chris Williams,Canadian soccer player,association football player,,Canada,Chris,2020-06-01
,1981-06-01,Shōgo Asayama,Japanese basketball player,basketball player,,Japan,Shōgo,2020-06-01
,1981-01-01,Vasile Maftei,Romanian footballer,association football player,,Romania,Vasile,2020-06-01
,1981-06-01,Brandi Carlile,American alternative country and folk rock singer-songwriter,singer-songwriter singer street artist musician composer,,United States of America,Brandi,2020-06-01
,1981-06-01,Xavier Pelegrí,Spanish footballer,association football player,,Spain,Xavier,2020-06-01
,1981-06-01,Jonathan Coeffic,French rower,rower,,France,Jonathan,2020-06-01
,1981-06-01,Tessy Scholtes,Luxembourgian karateka and politician,politician karateka,deputy,Luxembourg,Tessy,2020-06-01
,1981-06-01,Johnny Pemberton,American actor and comedian,actor television actor,,,Johnny,2020-06-01
,1981-06-01,Carlos Zambrano,Venezuelan baseball pitcher,baseball player,,Venezuela,Carlos,2020-06-01
,1981-06-01,Jan Štěrba,Czech canoeist,kayaker canoeist,,Czech Republic,Jan,2020-06-01
,1981-06-01,Hiroshi Narazaki,Japanese association football player,association football player,,Japan,Hiroshi,2020-06-01
,1981-06-01 1982-09-12,Hawar Mulla Mohammed,Iraqi footballer,association football player,,Iraq,,2020-06-01
,1981-06-01,Dorina Mihai,Romanian fencer,fencer,,Romania,Dorina,2020-06-01
,1981-06-01,Jeff Schneeweis,singer-songwriter (*1981) ♂,singer-songwriter,,,Jeff,2020-06-01
,1981-06-01,Axel Kjäll,association football player,association football player,,Sweden,Axel,2020-06-01
,1981-06-01,Aleksei Mikhailovich Uvarov,Russian footballer,association football player,,Russia,Alexey,2020-06-01
,1981-06-01,Adam Searles,British actor,actor television actor,,United Kingdom,Adam,2020-06-01
,1981-06-01,Jeeva Kumar,Indian Kabaddi player,Kabaddi player,,India,,2020-06-01
,1981-06-01,Akinyemi Laleye,boxer,boxer,,,,2020-06-01
,1981-06-01,Amy Schumer,American comedian and actor,actor writer screenwriter television producer comedian podcaster television director,,United States of America,Amy,2020-06-01
,1981-06-01,Britt Brøndsted,Danish ten-pin bowler,bowler,,Denmark,Britt,2020-06-01
,1981-06-01,Cody Spencer,American football player,American football player,,United States of America,Cody,2020-06-01
,1981-06-01,David Mills,English rugby league footballer,rugby league player,,,David,2020-06-01
,1981-06-01,Luciano Theiler,Argentinian association football player,association football player,,Argentina,Luciano,2020-06-01
,1981-06-01,Ganesh Lawati,Nepalese footballer,association football player,,Nepal,,2020-06-01
,1981-06-01 1981-01-06,Luis Felipe Chará,Colombian footballer,association football player,,Colombia,Luis Felipe,2020-06-01
,1981-06-01,Jalin Wood,American model,,,,,2020-06-01
,1981-06-01,Million Stylez,Swedish musician,singer,,Sweden,,2020-06-01
,1981-06-01,Keith Belton,American football player,American football player,,United States of America,Keith,2020-06-01
,1981-06-01,Kevon Harris,Jamaican footballer,association football player,,Jamaica,,2020-06-01
,1981-06-01,Thorben Marx,German footballer,association football player,,Germany,,2020-06-01
,1981-06-01,Smush Parker,basketball player,basketball player,,United States of America,William,2020-06-01
,1981-06-01,Sarah Marshall,French actress,actor model,,France,Sarah,2020-06-01
,1981-06-01,Sergey Gulyakevich,Belarusian boxer,boxer,,Belarus,Syarhey Sergey,2020-06-01
,1981-06-01,Stewart Pike,Australian Paralympic swimmer,swimmer,,Australia,Stewart,2020-06-01
,1981-06-01,Vincenzo Giannusa,Italian footballer,association football player,,Italy,Vincenzo,2020-06-01
,1981-06-01,Arnoud Greidanus,Dutch rower,rower,,Kingdom of the Netherlands,Arnoud,2020-06-01
,1980-06-01,Gytis Ivanauskas,"actor, dancer, choreographer",actor choreographer,,Lithuania,Gytis,2020-06-01
,1980-06-01,Lee Byrne,Welsh rugby union and rugby league footballer,rugby league player rugby union player,,United Kingdom,,2020-06-01
,1980-06-01 1980-03-01,Fernando Silva,Portuguese athletics competitor,athletics competitor marathon runner,,Portugal,Fernando,2020-06-01
,1980-06-01,Sarfraz Bugti,Pakistani politician,politician,,Pakistan,,2020-06-01
,1980-06-01,Brent Lakatos,Canadian wheelchair racer,athletics competitor,,Canada,Brent,2020-06-01
,1980-06-01,Caroline Povey,English sport shooter,sport shooter,,United Kingdom,Caroline,2020-06-01
,1980-06-01,Askil Holm,Norwegian singer and musician,singer musician record producer,,Norway,,2020-06-01
,1980-06-01,Olegs Latisevs,Latvia person (*1980) ♂,,,Latvia,Oļegs,2020-06-01
,1980-06-01,Sreelakshmy Govardhanan,Indian dancer,dancer,,India,,2020-06-01
,1980-06-01,Hosni Karamosly,Tunisian volleyball player,volleyball player,,Tunisia,,2020-06-01
,1980-06-01,Caroline Nagtegaal -van Doorn,Dutch politician,politician,member of the European Parliament,Kingdom of the Netherlands,Caroline,2020-06-01
,1980-06-01,Aghasi Mammadov,boxer,boxer,,Turkey Azerbaijan,,2020-06-01
,1980-06-01,Masaya Kikawada,Japanese actor,actor,,Japan,,2020-06-01
,1980-06-01,Kashif Ahmad,Danish politician,politician,,Denmark,Kashif,2020-06-01
,1980-06-01,Binu Sadanandan,film director (*1980) ♂,film director,,,,2020-06-01
,1980-06-01,Martin Devaney,British footballer,association football player,,United Kingdom,Martin,2020-06-01
,1980-06-01,Sarfaraz Ahmed Bugti,politician,politician,,,,2020-06-01
,1980-06-01,Chad Davis,Australian rules footballer,Australian rules football player,,,Chad,2020-06-01
,1980-06-01,Christopher Coleman,English cricketer,cricketer,,United Kingdom,Christopher,2020-06-01
,1980-06-01,Damien Fahey,"American radio DJ, television host, comedian and drummer",radio DJ television presenter comedian drummer,,United States of America,Damien,2020-06-01
,1980-06-01,Danny Chard,English cricketer,cricketer,,United Kingdom,Danny,2020-06-01
,1980-06-01,David Antonowicz,Australian footballer,Australian rules football player,,,David,2020-06-01
,1980-06-01,Elie Bursztein,French computer scientist,computer scientist engineer computer security cryptographer,,France,Ellie,2020-06-01
,1980-06-01,Orranut Klomdee,athletics competitor,athletics competitor,,Thailand,,2020-06-01
,1980-06-01,Geisa Coutinho,Brazilian sprint athlete,athletics competitor,,Brazil,,2020-06-01
,1980-06-01,Arne Dankers,Canadian speed skater,speed skater,,Canada,Arne,2020-06-01
,1980-06-01,Jim Ankan Deka,"Indian musician, documentary film maker",singer composer songwriter record producer,,India,Jim,2020-06-01
,1980-06-01,Lin Wai Phyo Latt,Burmese politician,politician,,Myanmar,,2020-06-01
,1980-06-01,Armen Yeghiazaryan,"Armenian politician, born 1980",politician,,Armenia,,2020-06-01
,1980-06-01 1980-03-04,Jaroslav Svoboda,Czech ice hockey player,ice hockey player,,Czech Republic,Jaroslav,2020-06-01
,1980-06-01,Jason Woliner,American comedian,actor screenwriter television director,,United States of America,Jason,2020-06-01
,1980-06-01,Jimmy Asprilla,Colombian footballer,association football player,,Colombia,Jimmy,2020-06-01
,1980-06-01,Eileen Horn,Kansas politician,politician,Member of the Kansas House of Representatives,,Eileen,2020-06-01
,1980-06-01,Mitsuru Chiyotanda,Japanese association football player,association football player,,Japan,Mitsuru,2020-06-01
,1980-06-01,Ryan Luis Singson,Filipino politician,politician,Governor of Ilocos Sur,,,2020-06-01
,1980-06-01,Mikhaela Reid,cartoonist,cartoonist,,United States of America,,2020-06-01
,1980-06-01,Pathman Matialakan,Singaporean basketball player,basketball player,,Australia,,2020-06-01
,1980-06-01,Peter June Simon,Filipino basketball player,basketball player,,Philippines,Peter,2020-06-01
,1980-06-01,Rendall Munroe,British boxer,boxer,,United Kingdom,,2020-06-01
,1980-01-09 1980-06-01,Ricardo Mauricio Martínez,Mexican footballer,association football player,,Mexico,Ricardo,2020-06-01
,1980-06-01,Thandokuhle Mkhonza,South African professional footballer,association football player,,South Africa,,2020-06-01
,1980-06-01,Tomáš Mažár,handball player,handball player,,Slovakia,Tomáš,2020-06-01
,1980-06-01,Vyshakh,Indian film director,film director,,India,,2020-06-01
,1980-06-01,"Ángel Azteca, Jr.",Mexican professional wrestler,professional wrestler,,Mexico,Ángel,2020-06-01
,1980-06-01,Olga Bogatyreva,Person (*1980) ♀,,,,,2020-06-01
,1980-06-01,Beáta Újhelyi,Hungarian swimmer,,,,,2020-06-01
,1980-06-01,Franziska Drohsel,"German lawyer, politician",lawyer politician,,Germany,Franziska,2020-06-01
,1980-06-01,Thomas Larsen,Danish rower,rower,,Denmark,Thomas,2020-06-01
,1980-06-01,Mattias Weinhandl,Swedish ice hockey player,ice hockey player,,Sweden,Mattias,2020-06-01
,1980-06-01 1957-10-28,Oliver James,actor,musician songwriter film actor singer actor television actor,,United Kingdom,Oliver,2020-06-01
,1979-06-01,Goran Grkinić,Serbian association football player,association football player,,Serbia,Goran,2020-06-01
,1979-06-01,Louisa Bisby,Association footballer,association football player,,Australia,Louisa,2020-06-01
,1979-06-01,Namie Odama,Japanese manga artist,mangaka,,Japan,,2020-06-01
,1979-06-01,Dániel Zsiga-Kárpát,Hungarian journalist and politician,journalist politician,member of the National Assembly of Hungary,Hungary,Dániel,2020-06-01
,1979-06-01,Lisa Jackson,English actress,actor film actor,,United Kingdom,Lisa,2020-06-01
,1979-06-01,Stefano Rosso,Italian businessman,businessperson president and chief executive officer,,Italy,Stefano,2020-06-01
,1979-06-01,Diego de la Vega,Argentinian association football player,association football player,,Argentina,Diego,2020-06-01
,1979-06-01 1979,Jack Nasher,German lawyer and author,psychologist writer jurist professor university teacher,,Germany,Jack,2020-06-01
,1979-06-01,Dani Mateo,Humorist,actor journalist television presenter presenter television actor,,Spain,Daniel,2020-06-01
,1979-06-01,Santana Moss,"American football player, wide receiver",American football player,,United States of America,,2020-06-01
,1979-06-01,Wellington Nogueira Lopes,Brazilian association football player,association football player,,Brazil,Wellington,2020-06-01
,1979-06-01,Valeria Trifancova,Latvian figure skater,figure skater,,Latvia,Valeria,2020-06-01
